0.335912;0.015306;0.002334;0.001931;0.019946;0.007693;0.002271;0.004832;0.317771;0.017293;0.006561;0.185889;0.061347;0.017172;0.003742
0.291676;0.005579;0.003678;0.001466;0.020940;0.021445;0.003484;0.016349;0.203198;0.016002;0.077643;0.295884;0.032453;0.005266;0.004937
0.313484;0.002999;0.002954;0.001056;0.023844;0.037389;0.002450;0.005263;0.050472;0.009557;0.027641;0.418223;0.097256;0.004792;0.002619
0.142565;0.005403;0.004382;0.001162;0.013974;0.019329;0.003313;0.030080;0.375055;0.024353;0.052713;0.289688;0.029623;0.003882;0.004479
0.479084;0.009636;0.000565;0.001969;0.065232;0.003217;0.000617;0.000896;0.014427;0.005864;0.001154;0.260307;0.135994;0.019478;0.001561
0.856457;0.018138;0.000495;0.009301;0.010752;0.001377;0.000575;0.000551;0.002565;0.006125;0.000440;0.005484;0.015359;0.051656;0.020725
0.731520;0.001735;0.000923;0.000476;0.021833;0.013940;0.000584;0.003659;0.035983;0.026378;0.002332;0.117422;0.034248;0.005733;0.003234
0.677238;0.000517;0.000971;0.000282;0.022995;0.094455;0.000607;0.002944;0.003291;0.011750;0.004209;0.142381;0.036199;0.000948;0.001215
0.672572;0.000708;0.003584;0.000436;0.037473;0.127511;0.002989;0.006509;0.002531;0.023863;0.018197;0.056901;0.038550;0.002669;0.005507
0.527322;0.000769;0.003478;0.000467;0.048701;0.143291;0.003984;0.010987;0.002152;0.011270;0.027814;0.160431;0.055712;0.001134;0.002489
0.104333;0.001593;0.004552;0.000683;0.082694;0.028224;0.004475;0.012674;0.004787;0.003355;0.024297;0.574702;0.150472;0.000692;0.002468
0.299227;0.001731;0.002745;0.000728;0.129967;0.027287;0.003603;0.011121;0.002501;0.004244;0.031807;0.358914;0.121694;0.001015;0.003416
0.357918;0.003872;0.009145;0.003584;0.096252;0.022801;0.015567;0.030036;0.004594;0.004122;0.108075;0.111453;0.218694;0.004556;0.009329
0.418281;0.015311;0.015010;0.005324;0.074254;0.009029;0.009786;0.091963;0.013792;0.006360;0.170693;0.042073;0.064450;0.014312;0.049362
0.031771;0.026971;0.033386;0.007290;0.015311;0.003910;0.009294;0.421902;0.021553;0.005946;0.213413;0.007222;0.021304;0.100970;0.079755
0.075818;0.010684;0.047081;0.006052;0.027913;0.007011;0.018732;0.111239;0.009723;0.010125;0.479449;0.012065;0.062462;0.034089;0.087555
0.285249;0.007314;0.014694;0.003270;0.052930;0.011706;0.019538;0.052428;0.016309;0.008264;0.201175;0.167928;0.138088;0.007436;0.013672
0.392531;0.010562;0.008155;0.002974;0.042800;0.004844;0.007489;0.106268;0.008362;0.003099;0.269420;0.062209;0.058432;0.004635;0.018220
