0.082871;0.041033;0.055303;0.040829;0.083916;0.040675;0.048303;0.061013;0.075056;0.084126;0.062379;0.094148;0.093663;0.067702;0.068982
0.069574;0.136280;0.020898;0.152219;0.034247;0.013727;0.017484;0.048121;0.080271;0.041699;0.033417;0.059515;0.053991;0.103927;0.134631
0.053917;0.203322;0.006682;0.248363;0.013865;0.003520;0.005090;0.029415;0.063036;0.019200;0.014631;0.035465;0.026841;0.104841;0.171813
0.082856;0.031072;0.066183;0.027865;0.086981;0.050551;0.057683;0.063847;0.069045;0.088163;0.071126;0.098530;0.092315;0.058869;0.054913
0.084911;0.028996;0.068406;0.026337;0.091150;0.053257;0.059198;0.063319;0.066636;0.088815;0.069407;0.096817;0.094352;0.056407;0.051991
0.076866;0.089259;0.031826;0.101842;0.053537;0.021400;0.027070;0.052677;0.082450;0.060010;0.043905;0.074660;0.074697;0.095440;0.114361
0.101154;0.002227;0.139142;0.001172;0.129136;0.112435;0.099846;0.059026;0.022324;0.083890;0.079038;0.075678;0.073709;0.012828;0.008395
0.092481;0.003300;0.117831;0.001611;0.103129;0.108083;0.096595;0.066871;0.028771;0.084246;0.104727;0.093189;0.071101;0.016966;0.011101
0.080721;0.006562;0.077221;0.002649;0.064203;0.087827;0.070637;0.087510;0.045881;0.081946;0.163702;0.119527;0.067656;0.026054;0.017905
0.103296;0.002052;0.142645;0.001111;0.138261;0.111680;0.098954;0.056673;0.021256;0.084406;0.072161;0.071898;0.075497;0.012135;0.007973
0.103063;0.002279;0.140203;0.001268;0.137919;0.109195;0.098579;0.056830;0.022318;0.085351;0.071801;0.073076;0.076607;0.012931;0.008580
0.104656;0.002494;0.141035;0.001482;0.146563;0.106181;0.096439;0.055588;0.022657;0.086257;0.065060;0.069525;0.079637;0.013339;0.009087
0.097878;0.001633;0.147686;0.000830;0.132115;0.113801;0.107072;0.054955;0.019291;0.084390;0.078271;0.073714;0.070628;0.010817;0.006920
0.093143;0.002289;0.137280;0.001180;0.119461;0.108963;0.106904;0.058394;0.022851;0.086067;0.088594;0.081992;0.070860;0.013301;0.008721
0.096267;0.002428;0.137453;0.001312;0.125017;0.107902;0.104787;0.058101;0.023230;0.086466;0.081731;0.079542;0.073136;0.013578;0.009050
0.097817;0.002156;0.142901;0.001187;0.132486;0.108645;0.105103;0.055999;0.021559;0.086635;0.075776;0.075241;0.073625;0.012502;0.008368
0.098260;0.002083;0.144305;0.001134;0.133108;0.109894;0.105032;0.055973;0.021110;0.085924;0.075504;0.073991;0.073296;0.012236;0.008149
0.075967;0.006867;0.079546;0.002935;0.063571;0.087456;0.074840;0.085434;0.045530;0.083377;0.163635;0.118898;0.066665;0.026755;0.018524
0.054822;0.193299;0.007320;0.232320;0.015327;0.003899;0.005679;0.031154;0.067126;0.021134;0.016392;0.038732;0.028855;0.108902;0.175039
0.061696;0.162490;0.011903;0.180966;0.022633;0.006632;0.009596;0.038260;0.078260;0.030650;0.025004;0.052122;0.039427;0.113691;0.166671
0.059591;0.173774;0.010211;0.193282;0.019905;0.005582;0.008110;0.036257;0.076097;0.027319;0.022224;0.048153;0.035753;0.113876;0.169865
0.050068;0.208920;0.005311;0.259639;0.011814;0.002669;0.003990;0.026603;0.060988;0.016770;0.012658;0.032712;0.023573;0.105606;0.178680
0.053346;0.200747;0.006783;0.250231;0.014170;0.003613;0.005203;0.030013;0.063433;0.019306;0.014777;0.035358;0.026607;0.105089;0.171324
0.061207;0.160702;0.011569;0.177784;0.022400;0.006313;0.009306;0.037748;0.078845;0.030727;0.025089;0.052797;0.039159;0.115325;0.171029
0.058346;0.187856;0.008457;0.191045;0.016275;0.004497;0.006589;0.036157;0.079340;0.023762;0.021353;0.046228;0.031167;0.117179;0.171749
0.055251;0.204079;0.006509;0.204537;0.013033;0.003357;0.005004;0.033339;0.076833;0.019767;0.018016;0.040666;0.026249;0.116925;0.176437
0.056865;0.203657;0.006798;0.192320;0.013254;0.003579;0.005225;0.035853;0.081368;0.020394;0.019534;0.042075;0.026764;0.119013;0.173301
0.063531;0.177566;0.010182;0.150646;0.017619;0.005786;0.008090;0.045460;0.094287;0.027165;0.029200;0.054163;0.034048;0.122209;0.160048
0.050815;0.214078;0.005411;0.241118;0.011526;0.002720;0.004068;0.028620;0.066069;0.016945;0.013809;0.033923;0.023164;0.110027;0.177709
0.062210;0.169659;0.011081;0.166234;0.020170;0.006231;0.008856;0.040952;0.085879;0.028922;0.026853;0.053728;0.037253;0.118395;0.163577
0.048364;0.211047;0.004689;0.271119;0.010889;0.002297;0.003483;0.024407;0.058011;0.015548;0.011353;0.030997;0.022282;0.103684;0.181830
0.050300;0.201882;0.005292;0.262130;0.012327;0.002651;0.003991;0.025447;0.060000;0.017263;0.012467;0.033441;0.024672;0.105281;0.182856
0.055579;0.187812;0.007626;0.226656;0.016107;0.003978;0.005885;0.030535;0.067741;0.022255;0.016938;0.040874;0.030427;0.109841;0.177746
0.054882;0.203731;0.007094;0.223556;0.014320;0.003807;0.005417;0.033919;0.071011;0.020153;0.016583;0.037451;0.027288;0.111710;0.169078
0.057294;0.183025;0.008487;0.209579;0.017324;0.004502;0.006630;0.033177;0.072154;0.024085;0.019198;0.044026;0.032289;0.112712;0.175517
0.063585;0.146560;0.013274;0.181393;0.026844;0.007153;0.010535;0.036648;0.074602;0.034613;0.025126;0.054425;0.044014;0.110278;0.170950
0.101223;0.002038;0.146490;0.001123;0.139526;0.110630;0.102394;0.055326;0.020667;0.084964;0.070611;0.070422;0.074678;0.011954;0.007953
0.103434;0.001784;0.152707;0.001025;0.153609;0.109598;0.100350;0.052213;0.018980;0.085161;0.061820;0.064710;0.076522;0.010835;0.007250
0.078718;0.009629;0.071119;0.004202;0.060597;0.078211;0.065382;0.089576;0.054789;0.082681;0.159803;0.120934;0.069071;0.032451;0.022837
0.080845;0.006455;0.082000;0.002832;0.070095;0.089472;0.075668;0.082323;0.044931;0.084024;0.150008;0.117724;0.070072;0.025989;0.017560
